id_evento_a,nombre_a,id_evento_b,nombre_b,deporte,disciplina,genero_a,genero_b,similitud,regla_detectada,auto_merge_candidate,razon,fuentes_a,fuentes_b,coexistencia_misma_fuente,tokens_extra_a,tokens_extra_b,perdida_multiplicidad,clasificacion_final,razon_refinada,semantic_key_a,semantic_key_b,modalidades_a,modalidades_b,modificadores_a,modificadores_b,clasificacion_phase4,razon_phase4
1351,"500 metres, Men (Olympic)",1352,"1,500 metres, Men (Olympic)",Ice Hockey,Ice Hockey,MEN,MEN,0.956522,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1924', 'Winter'), ('1928', 'Winter'), ('1932', 'Winter'), ('1936', 'Winter'), ('1948', 'Winter'), ('1952', 'Winter'), ('1956', 'Winter'), ('1960', 'Winter'), ('1964', 'Winter'), ('1968', 'Winter'), ('1972', 'Winter'), ('1976', 'Winter'), ('1980', 'Winter'), ('1984', 'Winter'), ('1988', 'Winter'), ('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter'), ('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter'), ('2018', 'Winter'), ('2022', 'Winter')]",,1,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""metres""]]","[""men"", false, false, [], [], [], [""metres""]]",,,metres,metres,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1445,"Ice Hockey, Women (Olympic)",2202,Ice Hockey Women's Ice Hockey,Ice Hockey,Ice Hockey,WOMEN,WOMEN,0.716981,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente2,,,hockey ice,YES,REVIEW_ALIAS,La firma por conjunto oculta multiplicidad de tokens; requiere revisión antes de fusionar.,"[""women"", false, false, [], [], [], []]","[""women"", false, false, [], [], [], []]",,,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
1684,"Ice Hockey, Girls (YOG)",1855,"3-on-3 Ice Hockey, Girls (YOG)",Ice Hockey,Ice Hockey,WOMEN,WOMEN,0.851064,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('2020', 'Winter Youth')]",,3 3 on,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", true, false, [], [], [], [""girls""]]","[""women"", true, false, [], [], [], [""girls"", ""on""]]",,,girls,girls | on,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
603,"Lightweight, Men (Olympic)",605,"Half-Lightweight, Men (Olympic)",Judo,Judo,MEN,MEN,0.901961,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",,half,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""lightweight""], [], [], []]","[""men"", false, false, [""lightweight""], [], [], [""half""]]",lightweight,lightweight,,half,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
603,"Lightweight, Men (Olympic)",607,"Extra-Lightweight, Men (Olympic)",Judo,Judo,MEN,MEN,0.884615,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",,extra,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""lightweight""], [], [], []]","[""men"", false, false, [""lightweight""], [], [], [""extra""]]",lightweight,lightweight,,extra,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
604,"Half-Middleweight, Men (Olympic)",608,"Middleweight, Men (Olympic)",Judo,Judo,MEN,MEN,0.90566,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",half,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""half"", ""middleweight""]]","[""men"", false, false, [], [], [], [""middleweight""]]",,,half | middleweight,middleweight,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
609,"Half-Heavyweight, Men (Olympic)",610,"Heavyweight, Men (Olympic)",Judo,Judo,MEN,MEN,0.901961,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",half,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""heavyweight""], [], [], [""half""]]","[""men"", false, false, [""heavyweight""], [], [], []]",heavyweight,heavyweight,half,,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1901,Judo Men's Extra-Lightweight,1990,Judo Men's Lightweight,Judo,Judo,MEN,MEN,0.88,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3 | fuente4,fuente2 | fuente3,"fuente2:[('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",extra,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""lightweight""], [], [], [""extra""]]","[""men"", false, false, [""lightweight""], [], [], []]",lightweight,lightweight,extra,,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1979,Judo Men's Half-Middleweight,2207,Judo Men's Middleweight,Judo,Judo,MEN,MEN,0.901961,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",half,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [], [], [], [""half"", ""middleweight""]]","[""men"", false, false, [], [], [], [""middleweight""]]",,,half | middleweight,middleweight,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1990,Judo Men's Lightweight,2211,Judo Men's Half-Lightweight,Judo,Judo,MEN,MEN,0.897959,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",,half,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""lightweight""], [], [], []]","[""men"", false, false, [""lightweight""], [], [], [""half""]]",lightweight,lightweight,,half,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
2100,Judo Men's Heavyweight,2229,Judo Men's Half-Heavyweight,Judo,Judo,MEN,MEN,0.897959,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente2 | fuente3,fuente2 | fuente3,"fuente2:[('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')] | fuente3:[('1972', 'Summer'), ('1976', 'Summer'), ('1980', 'Summer'), ('1984', 'Summer'), ('1988', 'Summer'), ('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer')]",,half,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""men"", false, false, [""heavyweight""], [], [], []]","[""men"", false, false, [""heavyweight""], [], [], [""half""]]",heavyweight,heavyweight,,half,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
1494,"Team, Mixed (Olympic)",2717,Mixed Team,Judo,Judo,MIXED,MIXED,0.5,"misma firma de tokens: minúsculas, puntuación, Olympic(s), posesivo y reordenamiento seguro",YES,"Mismo deporte, disciplina y género; firma equivalente sin conflicto textual evidente.",fuente1,fuente3,,,,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""mixed"", false, false, [""mixed"", ""team""], [], [], []]","[""mixed"", false, false, [""mixed"", ""team""], [], [], []]",mixed | team,mixed | team,,,SAFE_EVENT_ALIAS,Mismos atributos semánticos y modificadores discriminantes; la diferencia restante es formato o redundancia del deporte padre.
588,"Half-Middleweight, Women (Olympic)",595,"Middleweight, Women (Olympic)",Judo,Judo,WOMEN,WOMEN,0.912281,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",half,,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [], [], [], [""half"", ""middleweight""]]","[""women"", false, false, [], [], [], [""middleweight""]]",,,half | middleweight,middleweight,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
588,"Half-Middleweight, Women (Olympic)",596,"Half-Middleweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.861111,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,medal non,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [], [], [], [""half"", ""middleweight""]]","[""women"", false, true, [], [], [], [""half"", ""medal"", ""middleweight""]]",,,half | middleweight,half | medal | middleweight,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
589,"Lightweight, Women (Olympic)",593,"Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.833333,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1992', 'Summer')]",,medal non,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [""lightweight""], [], [], []]","[""women"", false, true, [""lightweight""], [], [], [""medal""]]",lightweight,lightweight,,medal,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
589,"Lightweight, Women (Olympic)",594,"Extra-Lightweight, Women (Olympic)",Judo,Judo,WOMEN,WOMEN,0.892857,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",,extra,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [""lightweight""], [], [], []]","[""women"", false, false, [""lightweight""], [], [], [""extra""]]",lightweight,lightweight,,extra,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
589,"Lightweight, Women (Olympic)",597,"Half-Lightweight, Women (Olympic)",Judo,Judo,WOMEN,WOMEN,0.909091,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,"fuente1:[('1992', 'Summer'), ('1996', 'Summer'), ('2000', 'Summer'), ('2004', 'Summer'), ('2008', 'Summer'), ('2012', 'Summer'), ('2016', 'Summer'), ('2020', 'Summer')]",,half,NO,CONFLICT_ALIAS,Ambos nombres aparecen en la misma fuente y edición; podrían ser pruebas distintas coexistentes.,"[""women"", false, false, [""lightweight""], [], [], []]","[""women"", false, false, [""lightweight""], [], [], [""half""]]",lightweight,lightweight,,half,CONFLICT_EVENT_ALIAS,Coexistencia explícita en la misma fuente/edición; no se fusiona aunque el texto sea similar.
589,"Lightweight, Women (Olympic)",598,"Half-Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,half medal non,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [""lightweight""], [], [], []]","[""women"", false, true, [""lightweight""], [], [], [""half"", ""medal""]]",lightweight,lightweight,,half | medal,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
589,"Lightweight, Women (Olympic)",599,"Extra-Lightweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.757576,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,extra medal non,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [""lightweight""], [], [], []]","[""women"", false, true, [""lightweight""], [], [], [""extra"", ""medal""]]",lightweight,lightweight,,extra | medal,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
590,"Heavyweight, Women (Olympic)",591,"Half-Heavyweight, Women (Olympic (non-medal))",Judo,Judo,WOMEN,WOMEN,0.769231,contención de tokens con similitud; requiere revisión,NO,Candidato textual contextual; la firma no es idéntica y no se propone auto-merge.,fuente1,fuente1,,,half medal non,NO,SAFE_ALIAS,"Mismo deporte, disciplina y género, sin coexistencia en una misma fuente/edición; tokenización compatible.","[""women"", false, false, [""heavyweight""], [], [], []]","[""women"", false, true, [""heavyweight""], [], [], [""half"", ""medal""]]",heavyweight,heavyweight,,half | medal,REVIEW_EVENT_ALIAS,Difieren modificadores semánticos; la similitud textual no autoriza el alias.
