componente_evento,id_evento_origen,nombre_origen,id_evento_canonico_propuesto,nombre_canonico_propuesto,merge_propuesto,estado_componente,razon
EV00177,1055,"5,000 metres, Team, Men (Olympic)",1055,"5,000 metres, Team, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00178,1024,"High Jump, Women (Olympic)",2199,Athletics Women's High Jump,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00178,2199,Athletics Women's High Jump,2199,Athletics Women's High Jump,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00178,2986,Women's High Jump,2199,Athletics Women's High Jump,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00179,1026,"Discus Throw, Women (Olympic)",2129,Athletics Women's Discus Throw,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00179,2129,Athletics Women's Discus Throw,2129,Athletics Women's Discus Throw,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00179,2847,Women's Discus Throw,2129,Athletics Women's Discus Throw,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00180,1029,"Marathon, Women (Olympic)",2002,Athletics Women's Marathon,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00180,2002,Athletics Women's Marathon,2002,Athletics Women's Marathon,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00180,2866,Women's Marathon,2002,Athletics Women's Marathon,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00181,1030,"Shot Put, Women (Olympic)",1996,Athletics Women's Shot Put,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00181,1996,Athletics Women's Shot Put,1996,Athletics Women's Shot Put,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00181,2762,Women's Shot Put,1996,Athletics Women's Shot Put,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00182,1032,"Hammer Throw, Women (Olympic)",2514,Athletics Women's Hammer Throw,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00182,2514,Athletics Women's Hammer Throw,2514,Athletics Women's Hammer Throw,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00182,2872,Women's Hammer Throw,2514,Athletics Women's Hammer Throw,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00183,1052,"3,000 metres Race Walk, Men (Olympic)",1173,"3,000 metres Race Walk, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00183,1173,"3,000 metres Race Walk, Men (Intercalated)",1173,"3,000 metres Race Walk, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00184,1064,"Javelin Throw, Freestyle, Men (Intercalated)",1064,"Javelin Throw, Freestyle, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00184,1065,"Javelin Throw, Freestyle, Men (Olympic)",1064,"Javelin Throw, Freestyle, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00185,1096,"Heavyweight, Greco-Roman, Men (Olympic)",1171,"Heavyweight, Greco-Roman, Men (Intercalated)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00185,1171,"Heavyweight, Greco-Roman, Men (Intercalated)",1171,"Heavyweight, Greco-Roman, Men (Intercalated)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00186,1136,"15 kilometres, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00186,1292,"10 kilometres, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00186,1293,"10/15 kilometres Pursuit, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00186,1298,"10/10 kilometres Pursuit, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00187,1137,"30 kilometres, Men (Olympic)",1309,"30 kilometres Skiathlon, Men (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00187,1309,"30 kilometres Skiathlon, Men (Olympic)",1309,"30 kilometres Skiathlon, Men (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00188,1158,"Special Scratch Pole Vault #2, Men (Olympic (non-medal))",1158,"Special Scratch Pole Vault #2, Men (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00188,1169,"Pole Vault, Men (Olympic (non-medal))",1158,"Special Scratch Pole Vault #2, Men (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00189,1219,"5 kilometres, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00189,1220,"10 kilometres, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00189,1232,"5/10 kilometres Pursuit, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00189,1235,"5/5 kilometres Pursuit, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00190,1237,"3,000 metres Relay, Women (Olympic)",1257,"3,000 metres Relay, Women (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00190,1257,"3,000 metres Relay, Women (Olympic (non-medal))",1257,"3,000 metres Relay, Women (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00191,1238,"10 kilometres Pursuit, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00191,1254,"5/10 kilometres Pursuit, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00191,1522,"10 kilometres, Women (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00192,1240,"Ice Dancing, Mixed (Olympic)",1267,"Ice Dancing, Mixed (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00192,1267,"Ice Dancing, Mixed (Olympic (non-medal))",1267,"Ice Dancing, Mixed (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00192,1803,"Ice Dancing, Mixed Youth (YOG)",1267,"Ice Dancing, Mixed (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00193,1251,"Moguls, Women (Olympic)",1265,"Moguls, Women (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00193,1265,"Moguls, Women (Olympic (non-medal))",1265,"Moguls, Women (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00194,1253,"5 kilometres, Women (Olympic)",1259,"12.5 kilometres Mass Start, Women (Olympic)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00194,1259,"12.5 kilometres Mass Start, Women (Olympic)",1259,"12.5 kilometres Mass Start, Women (Olympic)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00195,1255,"Aerials, Women (Olympic (non-medal))",1255,"Aerials, Women (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00195,1256,"Aerials, Women (Olympic)",1255,"Aerials, Women (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00196,1289,"5,000 metres Relay, Men (Olympic (non-medal))",1289,"5,000 metres Relay, Men (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00196,1291,"5,000 metres Relay, Men (Olympic)",1289,"5,000 metres Relay, Men (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00197,1296,"Moguls, Men (Olympic)",1326,"Moguls, Men (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00197,1326,"Moguls, Men (Olympic (non-medal))",1326,"Moguls, Men (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00198,1302,"10 kilometres, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00198,1304,"10/15 kilometres Pursuit, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00198,1311,"15 kilometres, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00198,1448,"10/10 kilometres Pursuit, Men (Olympic)",,,NO,REVIEW_EVENT_COMPONENT,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00199,1313,"Military Ski Patrol, Men (Olympic)",1365,"Military Ski Patrol, Men (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00199,1365,"Military Ski Patrol, Men (Olympic (non-medal))",1365,"Military Ski Patrol, Men (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00200,1314,"Aerials, Men (Olympic (non-medal))",1314,"Aerials, Men (Olympic (non-medal))",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00200,1315,"Aerials, Men (Olympic)",1314,"Aerials, Men (Olympic (non-medal))",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00201,1335,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed (Olympic)",1669,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed Youth (YOG)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00201,1669,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed Youth (YOG)",1669,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed Youth (YOG)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00201,2159,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,1669,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed Youth (YOG)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00202,1361,"Team Relay, Mixed (Olympic)",1651,"Team Relay, Mixed Youth (YOG)",YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00202,1651,"Team Relay, Mixed Youth (YOG)",1651,"Team Relay, Mixed Youth (YOG)",NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00203,1379,"Omnium, Women (Olympic)",2549,Cycling Women's Omnium,YES,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00203,2549,Cycling Women's Omnium,2549,Cycling Women's Omnium,NO,SAFE_EVENT_COMPONENT,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
